case_id,question,category,group,verdict,score,severity,labels,reason,suggested_fix,critic_status,critic_used_llm,pipeline_mode,pipeline_route,pipeline_intent,pipeline_elapsed_sec,pipeline_validation_ok,llm_call_count,answer
RG-GM-005,Naruto เล่นยังไง,games,games,pass,1.0,none,,no failure detected by available checks,,deterministic_only,False,pipeline:structured_game_detail,games/game_detail_lookup,games/how_to,0.3128,True,0,"NARUTO X BORUTO Ultimate Ninja Storm Connections: NARUTO X BORUTO Ultimate Ninja Storm Connections คือเกมต่อสู้ที่ใช้ตัวละครจากจักรวาล Naruto/Boruto
แนวเกม: เกมต่อสู้จากอนิเมะ
วิธีเล่นโดยสรุป: เลือกตัวละคร ใช้คอมโบ สกิลนินจา และจังหวะหลบ/สวนกลับเพื่อเอาชนะคู่ต่อสู้
เล่นได้ที่: PlayStation 5 Zone
แหล่งข้อมูล: https://esports.phuket.psu.ac.th/Services/our-games"
RG-CTRL-001,ถ้าเล่น Tekken 8 กับ Mario มีปุ่มอะไรบ้าง,game_controls,game_controls,pass,1.0,none,,no failure detected by available checks,,deterministic_only,False,pipeline:multi_question_splitter,multi_question/multi_question_split,,0.7199,True,0,"คำถามนี้มีหลายเรื่อง ขอแยกตอบเป็นข้อ ๆ:

คำถามที่ 1: Tekken 8 มีปุ่มอะไรบ้าง
TEKKEN 8 มีข้อมูลปุ่มควบคุมดังนี้:
PlayStation / PS5
•    Square: หมัดซ้าย / ต่อยซ้าย - ออกหมัดแย็บหรือโจมตีด้วยมือซ้าย เป็นปุ่มหลักในการเริ่มต้นเฟรมคอมโบที่รวดเร็ว
•    Triangle: หมัดขวา / ต่อยขวา - ออกหมัดหนักหรือโจมตีด้วยมือขวา มักใช้ทำดาเมจแรงหรือสวนกลับ (Counter)
•    Cross: ลูกเตะซ้าย - ใช้ขาซ้ายเตะสกัดหรือโจมตีเพื่อเปิดช่องว่างของศัตรู
•    Circle: ลูกเตะขวา - ใช้ขาขวาหวดเตะอย่างรุนแรง มักเป็นท่าเคลียร์ระยะหรือตัดขาที่ทำดาเมจสูง
•    D-Pad Up: กระโดด - ควบคุมให้ตัวละครกระโดดขึ้นด้านบนเพื่อหลบการโจมตีล่าง หรือใช้กดร่วมกับปุ่มโจมตีกลางอากาศ
•    D-Pad Left: ถอยหลัง / บล็อก - บังคับตัวละครให้เดินถอยหลังเพื่อรักษาระยะ หรือใช้กดค้างเพื่อ ""บล็อก (Guard)"" การโจมตีระดับสูงและระดับกลางของศัตรู
•    D-Pad Down: ย่อตัว / ก้มหลบ - สั่งให้ตัวละครย่อตัวต่ำ ใช้ก้มหลบหมัดหรือการโจมตีระดับสูง (High) และใช้บล็อกการโจมตีระดับต่ำ (Low)
•    L (Left Stick): เคลื่อนที่ - ขยับทิศทางของตัวละคร بشكلทั่วไป หรือใช้โยกทิศทางในการเคลื่อนที่และเดินหน้าถอยหลัง
•    L1: สเปเชียลสไตล์ - กดเพื่อเปิด/ปิดโหมดช่วยเหลืออัจฉริยะ ช่วยให้กดคอมโบและท่าไม้ตายของตัวละครนั้น ๆ ได้ง่ายด้วยปุ่มเดียว
•    R1: เปิดใช้งาน Heat - ระเบิดพลัง Heat System เข้าสู่สถานะโอเวอร์ไดรฟ์เพื่อบัฟการโจมตีและเพิ่มคุณสมบัติพิเศษให้ตัวละคร
•    R1 (While in Heat): ฮีทสแมช - ปลดปล่อยท่าโจมตีเผด็จศึกอันทรงพลังปิดฉากคอมโบ โดยจะใช้เกจ Heat ที่เหลืออยู่ทั้งหมดทิ้งทันที
•    Options: หยุดเกม - หยุดเกมชั่วคราวเพื่อเข้าสู่หน้าต่างเมนู เช่น การเช็ก Move List (รายการท่า) หรือการตั้งค่าอื่น ๆ
แหล่งข้อมูล: https://gameinputdatabase.com/game/83

คำถามที่ 2: Mario มีปุ่มอะไรบ้าง
Mario มีหลายเกมในรายการปัจจุบันครับ คำถามนี้จึงยังไม่ชัดว่าหมายถึงเกมไหน ถ้าต้องการถามเรื่องปุ่ม/วิธีควบคุม ขอเลือกเกมก่อน:
•    Mario Kart 8 Deluxe (Nintendo Switch Zone)
•    Mario Party Superstars (Nintendo Switch Zone)
•    New Super Mario Bros. U Deluxe (Nintendo Switch Zone)
•    Super Mario Odyssey (Nintendo Switch Zone)

พิมพ์ต่อได้ เช่น `Mario Kart 8 Deluxe ปุ่มอะไร` หรือ `Mario Party Superstars ปุ่มอะไร`"
RG-CTRL-002,Tekken 8 เล่นที่ไหนและมีปุ่มอะไร,game_controls,game_controls,pass,1.0,none,,no failure detected by available checks,,deterministic_only,False,pipeline:multi_question_splitter,multi_question/multi_question_split,,0.9866,True,0,"คำถามนี้มีหลายเรื่อง ขอแยกตอบเป็นข้อ ๆ:

คำถามที่ 1: Tekken 8 เล่นที่ไหน
TEKKEN 8: TEKKEN 8 คือเกมต่อสู้แบบตัวต่อตัว ผู้เล่นเลือกตัวละครแล้วใช้คอมโบ การป้องกัน และจังหวะสวนกลับเพื่อชนะคู่แข่ง
แนวเกม: เกมต่อสู้ 1v1
วิธีเล่นโดยสรุป: เล่นเป็นรอบ เลือกตัวละคร ฝึกท่าพื้นฐาน/คอมโบ อ่านจังหวะคู่ต่อสู้ และทำให้พลังชีวิตอีกฝ่ายหมดก่อน
เล่นได้ที่: PC Zone และ PlayStation 5 Zone
แหล่งข้อมูล: https://esports.phuket.psu.ac.th/Services/our-games

คำถามที่ 2: Tekken 8 มีปุ่มอะไร
TEKKEN 8 มีข้อมูลปุ่มควบคุมดังนี้:
PlayStation / PS5
•    Square: หมัดซ้าย / ต่อยซ้าย - ออกหมัดแย็บหรือโจมตีด้วยมือซ้าย เป็นปุ่มหลักในการเริ่มต้นเฟรมคอมโบที่รวดเร็ว
•    Triangle: หมัดขวา / ต่อยขวา - ออกหมัดหนักหรือโจมตีด้วยมือขวา มักใช้ทำดาเมจแรงหรือสวนกลับ (Counter)
•    Cross: ลูกเตะซ้าย - ใช้ขาซ้ายเตะสกัดหรือโจมตีเพื่อเปิดช่องว่างของศัตรู
•    Circle: ลูกเตะขวา - ใช้ขาขวาหวดเตะอย่างรุนแรง มักเป็นท่าเคลียร์ระยะหรือตัดขาที่ทำดาเมจสูง
•    D-Pad Up: กระโดด - ควบคุมให้ตัวละครกระโดดขึ้นด้านบนเพื่อหลบการโจมตีล่าง หรือใช้กดร่วมกับปุ่มโจมตีกลางอากาศ
•    D-Pad Left: ถอยหลัง / บล็อก - บังคับตัวละครให้เดินถอยหลังเพื่อรักษาระยะ หรือใช้กดค้างเพื่อ ""บล็อก (Guard)"" การโจมตีระดับสูงและระดับกลางของศัตรู
•    D-Pad Down: ย่อตัว / ก้มหลบ - สั่งให้ตัวละครย่อตัวต่ำ ใช้ก้มหลบหมัดหรือการโจมตีระดับสูง (High) และใช้บล็อกการโจมตีระดับต่ำ (Low)
•    L (Left Stick): เคลื่อนที่ - ขยับทิศทางของตัวละคร بشكلทั่วไป หรือใช้โยกทิศทางในการเคลื่อนที่และเดินหน้าถอยหลัง
•    L1: สเปเชียลสไตล์ - กดเพื่อเปิด/ปิดโหมดช่วยเหลืออัจฉริยะ ช่วยให้กดคอมโบและท่าไม้ตายของตัวละครนั้น ๆ ได้ง่ายด้วยปุ่มเดียว
•    R1: เปิดใช้งาน Heat - ระเบิดพลัง Heat System เข้าสู่สถานะโอเวอร์ไดรฟ์เพื่อบัฟการโจมตีและเพิ่มคุณสมบัติพิเศษให้ตัวละคร
•    R1 (While in Heat): ฮีทสแมช - ปลดปล่อยท่าโจมตีเผด็จศึกอันทรงพลังปิดฉากคอมโบ โดยจะใช้เกจ Heat ที่เหลืออยู่ทั้งหมดทิ้งทันที
•    Options: หยุดเกม - หยุดเกมชั่วคราวเพื่อเข้าสู่หน้าต่างเมนู เช่น การเช็ก Move List (รายการท่า) หรือการตั้งค่าอื่น ๆ
แหล่งข้อมูล: https://gameinputdatabase.com/game/83"
RG-RSV-001,แล้วจะเล่นต้องทำไง,reservation,reservation,pass,1.0,none,,no failure detected by available checks,,deterministic_only,False,pipeline:structured_booking_selection,reservation/booking_policy,general/unknown,1.227,True,0,"ถ้าจะเข้าใช้บริการเพื่อเล่นเกมที่ PSU Esports Studio - Phuket ต้องจองผ่านระบบก่อนครับ
•    เลือกบริการหรือโซนที่ต้องการใช้
•    เลือกวันและรอบเวลา กรอกข้อมูลผู้ใช้บริการ ชำระเงิน และแนบสลิปเพื่อยืนยันการจอง
แหล่งข้อมูล: https://esports.computing.psu.ac.th/"
RG-RSV-002,Tekken 8 จองยังไง,reservation,reservation,pass,1.0,none,,no failure detected by available checks,,deterministic_only,False,pipeline:structured_booking_game_service_selection,reservation/booking_policy,reservation/how_to,0.2535,True,0,"ถ้าจะเล่น TEKKEN 8 ให้จอง PC Zone - PC #01-#02 หรือ PlayStation 5 Zone - PlayStation 5 #01-#02 ครับ
•    PC Zone - PC #01-#02 (60 นาที, 1 คน)
•    PlayStation 5 Zone - PlayStation 5 #01-#02 (60 นาที, 1-2 คน)
จากนั้นเลือกวัน รอบเวลา กรอกข้อมูลผู้ใช้บริการ ชำระเงิน และแนบสลิปเพื่อยืนยันการจอง
แหล่งข้อมูล: https://esports.computing.psu.ac.th/"
RG-MULTI-001,จองยังไง แล้ว PS5 มีเกมอะไรบ้าง,multi_question,multi_question,pass,1.0,none,,no failure detected by available checks,,deterministic_only,False,pipeline:multi_question_splitter,multi_question/multi_question_split,,0.7642,True,0,"คำถามนี้มีหลายเรื่อง ขอแยกตอบเป็นข้อ ๆ:

คำถามที่ 1: จองยังไง
ขั้นตอนจองโดยสรุป:
•    เลือกบริการหรือโซนที่ต้องการใช้
•    เลือกวันและรอบเวลาที่ต้องการ
•    กรอก Student ID/Staff ID/National ID, ชื่อ, นามสกุล, อีเมล และเบอร์โทรศัพท์
•    ตรวจสอบข้อมูลและชำระเงินโดยโอนเข้าบัญชีที่ระบบแจ้ง
•    หลังจองต้องชำระเงินภายใน 10 นาที
•    แนบสลิปและยืนยันการจอง
แหล่งข้อมูล: https://esports.computing.psu.ac.th/

คำถามที่ 2: PS5 มีเกมอะไรบ้าง
PlayStation 5 Zone มีเกมที่ยืนยันได้ดังนี้

PlayStation 5 #01-#02 (60 นาที, 1-2 คน)
•    Call of Duty: Modern Warfare III
•    Delta Force
•    EA Sports FC 24
•    eFootball
•    FINAL FANTASY XVI
•    Fortnite
•    God of War Ragnarok
•    Hogwarts Legacy
•    Marvel's Spider-Man 2
•    NARUTO X BORUTO Ultimate Ninja Storm Connections
•    Resident Evil 4
•    Resident Evil Village
•    TEKKEN 8
•    THE FINALS
•    The Last of Us Part I
•    The Last of Us Part II (Remastered)
•    Uncharted: Legacy of Thieves Collection
หมายเหตุ: PlayStation 5 #01 และ #02 ใช้รายการเกมเดียวกัน
แหล่งข้อมูล: https://esports.computing.psu.ac.th/"
RG-MULTI-002,ถ้าเล่น Tekken 8 ต้องจองยังไงและราคาเท่าไหร่,multi_question,multi_question,pass,1.0,none,,no failure detected by available checks,,deterministic_only,False,pipeline:multi_question_splitter,multi_question/multi_question_split,,0.9593,True,0,"คำถามนี้มีหลายเรื่อง ขอแยกตอบเป็นข้อ ๆ:

คำถามที่ 1: จะเล่น Tekken 8 ต้องจองยังไง
ถ้าจะเล่น TEKKEN 8 ให้จอง PC Zone - PC #01-#02 หรือ PlayStation 5 Zone - PlayStation 5 #01-#02 ครับ
•    PC Zone - PC #01-#02 (60 นาที, 1 คน)
•    PlayStation 5 Zone - PlayStation 5 #01-#02 (60 นาที, 1-2 คน)
จากนั้นเลือกวัน รอบเวลา กรอกข้อมูลผู้ใช้บริการ ชำระเงิน และแนบสลิปเพื่อยืนยันการจอง
แหล่งข้อมูล: https://esports.computing.psu.ac.th/

คำถามที่ 2: Tekken 8 ราคาเท่าไหร่
TEKKEN 8 ไม่มีราคาแยกตามชื่อเกมครับ ต้องดูราคาตามโซน/บริการที่ใช้เล่นเกมนี้

PC Zone
ยังไม่ทราบกลุ่มผู้ใช้ จึงแสดงราคาทุกกลุ่มให้เทียบก่อน
PC 1 ชั่วโมง (1 คน)
•    นักศึกษา/นักเรียน/บุคลากร PSU: 0 บาท/1 ชั่วโมง
•    ศิษย์เก่า PSU / นักศึกษา-นักเรียนต่างสถาบัน (General Student): 25 บาท/1 ชั่วโมง
•    บุคคลทั่วไป (General Adult): 70 บาท/1 ชั่วโมง
หมายเหตุข้อมูล PC: ราคา PC เพิ่มจาก local service fee update 2026-07-27
แหล่งข้อมูล: https://esports.computing.psu.ac.th/wp-content/uploads/2026/01/PSU-Esports-Studio-phuket-SERVICE-FEE-2026.png

PlayStation 5 Zone
ยังไม่ทราบกลุ่มผู้ใช้ จึงแสดงราคาทุกกลุ่มให้เทียบก่อน
PlayStation 5 1 ชั่วโมง (1-2 คน)
•    นักศึกษา/นักเรียน/บุคลากร PSU: 0 บาท/1 ชั่วโมง
•    ศิษย์เก่า PSU / นักศึกษา-นักเรียนต่างสถาบัน (General Student): 50 บาท/1 ชั่วโมง
•    บุคคลทั่วไป (General Adult): 150 บาท/1 ชั่วโมง
แหล่งข้อมูล: https://esports.computing.psu.ac.th/wp-content/uploads/2026/01/PSU-Esports-Studio-phuket-SERVICE-FEE-2026.png"
RG-AMB-001,ราคาเท่าไหร่,ambiguity,ambiguity,pass,1.0,none,,no failure detected by available checks,,deterministic_only,False,pipeline:ambiguity_clarification,clarification/ambiguity_gate_clarification,service_fee/price_calculate,0.0894,True,0,"ขอรู้บริการหรือโซนก่อนครับ จะได้ตอบราคาให้ตรง
เช่น `PS5 ราคาเท่าไหร่`, `Nintendo 3-4 คนกี่บาท`, `VR 30 นาทีราคาเท่าไหร่` หรือ `Tekken 8 ราคาเท่าไหร่`"
RG-AMB-002,มีอะไรบ้าง,ambiguity,ambiguity,pass,1.0,none,,no failure detected by available checks,,deterministic_only,False,pipeline:ambiguity_clarification,clarification/ambiguity_gate_clarification,equipment/list,0.0548,True,0,"คำถามนี้ยังกว้างเกินไปครับ ยังไม่แน่ใจว่าต้องการถามเรื่องไหนของ PSU Esports Studio - Phuket
ถามให้เจาะจงได้ เช่น `มีเกมอะไรบ้าง`, `มีอุปกรณ์อะไรบ้าง`, `จองยังไง`, `ราคา PS5 เท่าไหร่` หรือ `TEKKEN 8 มีปุ่มอะไรบ้าง`"
RG-NO-001,มีให้เช่าจอไปบ้านไหม,no_answer,no_answer,pass,1.0,none,,no failure detected by available checks,,deterministic_only,False,pipeline:guard_no_answer,no_answer/guard_no_answer,,0.0104,True,0,ยังไม่พบข้อมูลที่ยืนยันได้ในฐานข้อมูลของ PSU Esports Studio - Phuket สำหรับคำถามนี้ครับ
RG-SCH-001,วันจันทร์เปิดให้เล่นกี่โมง ปิดกี่โมง,schedule,schedule,pass,1.0,none,,no failure detected by available checks,,deterministic_only,False,pipeline:structured_schedule,schedule/schedule_query,schedule/schedule_lookup,0.3728,True,0,"วันจันทร์: เปิดให้เล่นช่วง 13:00-16:00 ส่วน 09:00-12:00 เป็น Maintenance*

รายละเอียดจากตาราง:
•    วันจันทร์: Morning 09:00-12:00 = maintenance, Afternoon 13:00-16:00 = open
แหล่งข้อมูล: https://esports.computing.psu.ac.th/"
RG-EQ-001,สเป็ค PC เป็นยังไง,equipment,equipment,pass,1.0,none,,no failure detected by available checks,,deterministic_only,False,pipeline:structured_equipment_item,equipment/equipment_item_lookup,equipment/how_to,0.161,True,0,"Gaming PC รุ่น MSI MAG Infinite S3 14th: เครื่องคอมพิวเตอร์เกมมิ่งของ PC Zone สำหรับเล่นเกมบนคอมและฝึกซ้อมอีสปอร์ต
จำนวน: 10 Units
อยู่ที่: PC Zone
ใช้สำหรับ:
•    เล่น VALORANT
•    เล่น Counter-Strike 2
•    เล่น PUBG: BATTLEGROUNDS
•    เล่น Call of Duty: Warzone
•    เล่น TEKKEN 8
•    เล่น League of Legends
หมายเหตุ: สเปกที่บันทึกไว้ในโปรเจกต์: Intel Core i5-14400, RAM DDR5 32GB, NVIDIA GeForce RTX 5060 8GB
แหล่งข้อมูล: https://esports.phuket.psu.ac.th/home"
RG-COMP-001,ROV รอบชิงเล่นกี่เกม,competition_rules,competition_rules,pass,1.0,none,,no failure detected by available checks,,deterministic_only,False,pipeline:competition_fact_card,competition_rules/competition_rules_lookup,competition_rules/rule_lookup,0.6451,True,0,"คำตอบ: Arena of Valor (RoV): RoV รายการ Blueket Games 2025 ประเภททีมชาย แข่ง Best of 3 (BO3) ทุกรอบ

หลักฐานจากกติกา:
•    เอกสารหัวข้อ 3. รูปแบบการแข่งขัน ระบุว่าแข่งแบบออฟไลน์ และแข่ง Best of 3 (BO3) ทุกรอบ

อ้างอิงจากกติกา: Arena of Valor (RoV) / Blueket Games 2025 ประเภททีมชาย
แหล่งข้อมูล: local://competition_rules/competition_rules_rov_blueket_2025_men"
